CATEG,,,ALL,,SOURCE,
A,B,C,259,,COCA:2012:BLOG thegrindstone.com,"  0%:  / 100  of 2010 has since incorporated her drag king persona into more State side appearances. Aside from bringing Jo into her most recent "" You And I "" video, Gaga also attended the 2011 MTV Music Video Awards as in the LGBTQ community, brought more media visibility to queer individuals: # '' There is barely any visibility for FTM, drag kings for FTM, drag kings and lesbians on television. There is a huge imbalance, "" NYC drag king and host/creator of the Mr. Transman pageant Murray Hill told MTV. "" For Lady Gaga, the biggest pop star in the world,"
A,B,C,260,,COCA:2012:BLOG thegrindstone.com,"  0%:  / 100  change. She ups the visibility big time and gets the language into the mainstream. "" # Waltzing out onto the MTV Music Video Awards Stage and flirting with Britney Spears as a woman in drag was n't just the move also furthered Gaga's perceived dedication to the queer community. Forfeiting her massive heels and latex attire for one evening to dress for one evening to dress as a man, and on such a mainstream media platform like MTV, was another intended tactic that the Italian-American would have to consider very carefully before gluing on the sideburns. # Gaga's tweeted despair at the"
A,B,C,261,,COCA:2012:BLOG ...icjazzy.blogspot.com,"  0%:  / 100  I make any difference in that, how can I make my idea unique in this so clustering phase of homosexuality "" She replied that "" You are good at writing, Write aware people teach' em "" # to start with I asked few of my very close queer friends of mine that what do they think. Majority of them proposed me Majority of them proposed me to write a story of my love life and focusing on some of the social issues among it I should make a movie on it or a play but make it on an artisitic approach, I started writing and"
A,B,C,262,,COCA:2012:BLOG ...inismandreligion.com,"  0%:  / 100  as such, it creates a livable space for us to exist, to imagine in midrash, perhaps, among the abstinence narratives which can be problematic in theological literature, our sacred presence. # Consider Mary, was told she would have a child in a very queer way. This story is not usually understood in a way where God is a way where God is meeting the needs and desires of a woman. The promise of labor is more of an unsolicited gift. But what if it could be imagined differently? What if, as we assume about her friend and mentor"
A,B,C,263,,COCA:2012:BLOG ...inismandreligion.com,"  0%:  / 100  LaChelle Schilling is a doctoral candidate in the Women's Studies in Religion program at Claremont Graduate University. She is living in Oklahoma raising awareness about asexuality and writing her dissertation entitled Queering Asexuality: A Discourse of Desire Good to hear from you. I deeply respect your queer reading of Mary, but I do take issue with stripping her of her with stripping her of her sexuality, something the church has invested much time and resources in. Still, if you read her from a paradoxical location, she holds the same kind of tension found in what can be the Great Paradox's"
A,B,C,264,,COCA:2012:BLOG oceanleadership.org,"  0%:  / 100  # "" The girl, known as the' seeress of Bolton', used relics of Franklin's hair and handwriting to' send' herself to the Arctic to talk to him. She describes Franklin himself -- along with the ice, marvellous animals and' many queer looking things', on one occasion imitating Franklin by drinking fish oil, by drinking fish oil, "" says McCorristine. # "" The press leapt on this, along with later psychic reports, creating a sense of the Arctic as a sort of twilight spirit world in the mind's eye of the public."
A,B,C,265,,COCA:2012:BLOG moz.com,"  0%:  / 100  and snakes so stop behaving like them # You're even trying to control social media now! # David S # Hey Rand, It would be awesome if Neil posted on the same transaction from his viewpoint. up the deal. Just takes 1 powerful voice to queer the deal. The abrupt termination in the due diligence process was probbaly forced diligence process was probbaly forced by someone else. In environments with strong egos and many partners fighting to deploy limited capital, deals with seemingly strong advocates get unceremoniously axed all the time (and pride would stop most people from telling you the"
A,B,C,266,,COCA:2012:BLOG feministe.us,"  0%:  / 100  of other people, including trans men, queer men, gender-nonconforming men, and yes, straight men) and it's probably not a small group by any means. # If that means having my queer feminist . But I care about what happens to men. Queer men, men of colour, poor men, men with disabilities, trans men with disabilities, trans men, fat men -- it fucking MATTERS. These men are my friends, my allies, and my fellow human beings. I wo n't give them a pass on their own fucked up things, but I"
A,B,C,267,,COCA:2012:BLOG feministe.us,"  0%:  / 100  I do n't think gay men need to be classed as potentially femme or whatever to make homophobia important to feminism. But I do n't know if misogynist harassment and homophobic harassment should be compared this way. This men deal with. It's something queer men and queer women deal with. That doesn't make it less important -- it just less important -- it just means that sexual harassment still is n't something most men have to deal with, because they're men. # I understand that this is an article about a very specific study -- but I can also understand why"
A,B,C,268,,COCA:2012:BLOG missionlocal.org,"  0%:  / 100  ratepayer will be enrolled in the program and be given the option to opt out. The law requires that you give people two opportunities to opt out... but we will give them five. # ML: This force for lesbian, gay, bisexual, transgender and queer (LGBTQ) elders. What issues is it poised to address? # poised to address? # DC: The task force is the first of its kind in the country... It's a very diverse group of people from all walks of life from the LGBTQ community and working with LGBTQ elders. You have"
A,B,C,269,,COCA:2012:BLOG washingtonblade.com,"  0%:  / 100  (I did n't tell them, someone else who overheard it did) -- asked Adam to leave given his disrespect of their gay friends. # I've given it a lot of thought and believe we need say something when we hear '' faggot '' or '' queer '' thrown around. Young gay kids are hanging themselves because elementary school kids themselves because elementary school kids want to play "" Smear the Queer "" or because they like theater instead of football. # As gay adults, sometimes it feels easier to ignore the comments rather than confront them. We need to. And"
A,B,C,270,,COCA:2012:BLOG washingtonblade.com,"  0%:  / 100  disrespect of their gay friends. # I've given it a lot of thought and believe we need to continue to stand up and say something when we hear "" faggot "" or "" queer "" thrown around. because elementary school kids want to play '' Smear the Queer '' or because they like theater instead of football. # As gay adults . # As gay adults, sometimes it feels easier to ignore the comments rather than confront them. We need to. And more importantly, if you are n't gay, but hear the slur, I would hope you too would say"
A,B,C,271,,COCA:2012:BLOG ...dwoman.wordpress.com,"  0%:  / 100  what was to come. Ah, the particular place where these signs were displayed? Yes, that is a curious question. But this house is, so far as I can judge, in a pretty central possibly, who can say yes or no, that queer, old limestone pillar by your garden wall was a place of meeting before a place of meeting before the Celt set foot in Britain. But there is one thing I must add: I do n't regret our inability to rescue the wretched girl. You saw the appearance of those things that gathered thick and writhed"
A,B,C,272,,COCA:2012:BLOG cath47.wordpress.com,"  0%:  / 100  Online (LOTRO 3163951 # So, why do you hide in terror? Or is it that you do n't want to go through the "" hassle "" will be totally floored that you're a big old queer? Not likely. Non-queer people who care about us have remarkably good '' us have remarkably good "" gay-dar. "" Or is that you're just comfortable and do n't want to risk your economic and/or social status by coming out as something "" less than a non-queer white? "" # Ah.... That's it"
A,B,C,273,,COCA:2012:BLOG cath47.wordpress.com,"  0%:  / 100  you, who is not a child of privilege -- white or otherwise, and who is currently living more authentically than you could dream about. He has so much more to lose than you do, and yet are not. # The bottom line is that the queer kids need us -- all of us -- flawed as we all are. as we all are. They are being bullied, beaten and killed by a world that hates them and wants them dead. They desperately need us to tell the truth, to be visible, so they can understand that there are all"
A,B,C,274,,COCA:2012:BLOG cath47.wordpress.com,"  0%:  / 100  kids need us -- all of us -- flawed as we all are. They are being bullied, beaten and killed by a world that hates them and wants them dead. They desperately need us to tell the so they can understand that there are all sorts of queer people from all sorts of backgrounds who have very real lives. That queers real lives. That queers can be quite heroic. # White queers of privilege, it's time to get out of your well decorated closets and use that privilege for someone else besides you. In doing so, you'll be making"
A,B,C,275,,COCA:2012:BLOG cath47.wordpress.com,"  0%:  / 100  person and you will build a much better world. # I promise. # *The announcement that the late Sally Ride was not only the first US woman into space, but the first lesbian into space, has it. She was more worried about being a public queer than being roasted alive either after launch -- see Challenger disaster, or coming Challenger disaster, or coming down from space -- see Columbia disaster. She could only be a public queer when she was safely dead. Now, that's pitiful and enraging. She could have done a LOT of good, especially in"
A,B,C,276,,COCA:2012:BLOG cath47.wordpress.com,"  0%:  / 100  into space, but the first lesbian into space, has me positively unhinged. Think about it. She was more worried about being a public queer than being roasted alive either after launch -- see Challenger disaster, see Columbia disaster. She could only be a public queer when she was safely dead. Now, that's pitiful and enraging. 's pitiful and enraging. She could have done a LOT of good, especially in the late 1980s and early 1990s, when professional homophobes and gutless pols were making our queer lives hellish in the US. Instead, there she sat in"
A,B,C,277,,COCA:2012:BLOG cath47.wordpress.com,"  0%:  / 100  down from space -- see Columbia disaster. She could only be a public queer when she was safely dead. Now, that's pitiful and enraging. She could have done a LOT of good, especially in , when professional homophobes and gutless pols were making our queer lives hellish in the US. Instead, there she sat in her privilege she sat in her privilege and her closet. Feh! Responses # I'm usually pretty sympathetic to such folks, including Sally Ride (I figure she could have kept it from us so as not to tarnish her legacy even after"
A,B,C,278,,COCA:2012:BLOG cath47.wordpress.com,"  0%:  / 100  NJ has state-level protections for sexual orientation and gender identity; Ohio has none. Do you think it's "" safe "" for public school teachers, particularly outside of the coastal areas where there are few to no You pose a really good question. I think white queer public school teachers and administrators are in exquisitely vulnerable positions (and queer educators positions (and queer educators of color even more so). Also, they are n't exactly leading "" privileged "" lives, since they're the current political punching bag for all that is wrong in the US. That said, where"
A,B,C,279,,COCA:2012:BLOG cath47.wordpress.com,"  0%:  / 100  none. Do you think it's "" safe "" for public school teachers, particularly outside of the coastal areas where there are few to no legal protections? # Christopher -- You pose a really good question. teachers and administrators are in exquisitely vulnerable positions (and queer educators of color even more so). Also, they aren't exactly , they are n't exactly leading "" privileged "" lives, since they're the current political punching bag for all that is wrong in the US. That said, where one has the legal and collective bargaining protections (see PA -- the"
A,B,C,280,,COCA:2012:BLOG cath47.wordpress.com,"  0%:  / 100  , since they're the current political punching bag for all that is wrong in the US. That said, where one has the legal and collective bargaining protections (see PA -- the legal protections are in the be out. The kids need you, both the queer and non-queer kids. # I also want to turn things around with your turn things around with your question: In some public school districts, to this day, the board is loathe to hire and retain Jewish, Catholic, atheist, and Muslim educators (*cough, South Carolina, cough*). So,"
A,B,C,281,,COCA:2012:BLOG cath47.wordpress.com,"  0%:  / 100  need to be careful about encouraging people to "" hide "" to get and/or keep their jobs. If we would never make that recommendation to a colleague who belongs to a religious minority ("" Just take off your ), we need to do the same for our queer colleagues. Instead, we might recommend that our queer colleagues seek employment elsewhere queer colleagues seek employment elsewhere. It's NOT easy, it's NEVER easy, but if districts and states are going to be hateful, they need to pay a price via the talent pool. # Thanks Catherine. I understand your"
A,B,C,282,,COCA:2012:BLOG cath47.wordpress.com,"  0%:  / 100  "" to get and/or keep their jobs. If we would never make that recommendation to a colleague who belongs to a religious minority ("" Just take off your skull cap "" -- yuck!), we need queer colleagues. Instead, we might recommend that our queer colleagues seek employment elsewhere. It's NOT easy, it's NEVER easy , it's NEVER easy, but if districts and states are going to be hateful, they need to pay a price via the talent pool. # Thanks Catherine. I understand your comment about public school teachers not being "" privileged """
A,B,C,283,,COCA:2012:BLOG feministe.us,"  0%:  / 100  to teach about India? That India is making some terrible mistake by repealing barbaric sodomy laws that are used, in India, to persecute/harass queers (usually effeminate men and masculine women), to forcibly separate gay years, and that have directly led to suicides by queer people? # You see, lost in the debate is the fact that debate is the fact that Dr. Thio Li-ann is incredibly smart as well as accomplished. She earned degrees from the University of Oxford, Harvard Law School and the University of Cambridge. # Ted Kaczynski attended Harvard and University of Michigan, Jeffrey"
A,B,C,284,,COCA:2012:BLOG feministe.us,"  0%:  / 100  . There was a consensus in favor of Jim Crow in the south, but bussing started anyway. "" Cross dressing "" and dancing with people of the same gender was illegal in New York in 1969, but with chants of '' We're here! We're Queer! Get used to it! '' to commemorate when a bunch of queers when a bunch of queers rioted against both the law and the common consensus, damaged property, and tried to burn police alive in a bar. Thats how rights work. The majority attempts to restrict them, and the minority fights back"
A,B,C,285,,COCA:2012:BLOG feministe.us,"  0%:  / 100  be allowed to punish homosexual students. The students should be free to record the proceedings as proof, as conservative students have been doing for years now, documnsting unfair treatment from leftist professors. # I do n't you seem to think it is. Speaking as a queer person, I would not feel safe in a class taught by a professor class taught by a professor who thinks I should have fewer human rights than her straight students. I would be uncomfortable having to worry that every criticism or low grade had homophobic overtones. # It's not so much that she's homophobic"
A,B,C,286,,COCA:2012:BLOG librarian.net,"  0%:  / 100  beginning of school "" # Thanks for doing this for free! I've been reading your site off and on for years now (I'm only 22) but it's really inspired my interest in thinking differently the digital divide. I'm not quite the radical queer librarian I hope to someday be, but my work as a community technology work as a community technology center coordinator is certainly in line with this arena of work, and hey, I'm now a volunteer librarian at a homeless shelter once a week so maybe that is the direction I'm going:) #"
A,B,C,287,,COCA:2012:BLOG feministe.us,"  0%:  / 100  grad from a virulently homophobic and transphobic school, I can attest to how corrosive this professor will be to her LGBT students. Even if she does n't stand up there and explicitly say, "" Death to queers And the already homophobic students will indulge in their queer hate to their heart's delight, and she will allow them to do will allow them to do so with smiling approval -- I've seen it over and over and over. # Homosexuals in Singapore are by and large affluent and literate; building developers target high quality residences for their consumption. They have space"
A,B,C,288,,COCA:2012:BLOG feministe.us,"  0%:  / 100  or national origin, or sexual orientation), you are not giving them a fair chance at an education in your class. If Thio was against same-sex marriage, I would still consider her a bigot, but given this post. But she has publicly stated that queer people do not deserve human rights. # *standard disclaimer: if the incidents disclaimer: if the incidents in Columbia Unbecoming are true -- neither student offers any corroborating testimony, including the student who supposedly had this happen at a well-attended public lecture. # I do n't think it is the specific names. I think"
A,B,C,289,,COCA:2012:BLOG feministe.us,  0%:  / 100  and street harassment intersect why not ever mention in the post the way that gay women are caught in a no-win situation in terms of how we try to present ourselves in order to avoid harassment? # This I n't think the OP negated it. But as a queer woman I'd really value this discussion happening in the comments. I do the comments. I do n't think the OP or the Feministe mods would object to that at all. # It's a huge misuse of the concept of intersectionality to say that it means feminists should make sure their conversations are more about
A,B,C,290,,COCA:2012:BLOG feministe.us,"  0%:  / 100  "" # You do n't have to give any of your time to this post, just as you are n't compelled to give any time to the posts on hats or cute animals. # And frankly, given sexual violence, I'm really uncomfortable with you characterising queer men's experiences of street harassment and violence as being unimportant. If you being unimportant. If you're seriously uninterested in this topic, I'd suggest you have to option of sitting this one out. # It's a huge misuse of the concept of intersectionality to say that it means feminists should make sure"
A,B,C,291,,COCA:2012:BLOG feministe.us,"  0%:  / 100  women's street harassment does n't get enough attention: # while the focus on the gender-based street harassment of women needs even more attention than it's getting now, the harassment of men is an interrelated issue that # I do not think that having one post about queer men's experience of street harassment is the same thing as prioritising that conversation thing as prioritising that conversation over women's experiences of street harassment. If you click on the tag above, you'll notice that almost all of the articles under it centre women. That's perfectly appropriate for a feminist site, but"
A,B,C,292,,COCA:2012:BLOG feministe.us,"  0%:  / 100  of men is small? And how do you know that? Data suggests that somewhere between 5-10% (at least) of the male population is LGBT. Add to them the men who are harassed for their PERCEIVED a bunch of other people, including trans men, queer men, gender-nonconforming men, and yes, straight men) and it's men) and it's probably not a small group by any means. # If that means having my queer feminist card revoked, so be it. But I care about what happens to men. Queer men, men of colour,"
A,B,C,293,,COCA:2012:BLOG feministe.us,"  0%:  / 100  men. # I do n't think gay men need to be classed as potentially femme or whatever to make homophobia important to feminism. But I do n't know if misogynist harassment and homophobic harassment should be compared this isn't something men deal with. It's something queer men and queer women deal with. That doesn't make it less important n't make it less important -- it just means that sexual harassment still is n't something most men have to deal with, because they're men. # I understand that this is an article about a very specific study -- but I can"
A,B,C,294,,COCA:2012:BLOG feministe.us,"  0%:  / 100  sexual harassment still is n't something most men have to deal with, because they're men. # I understand that this is an article about a very specific study -- but I can also understand why people are issue is being discussed as specific to gay men. Queer women are also subjected to sexual harassment, sexually violent and threatening behavior, violent and threatening behavior, and corrective rape because of their perceived orientation. We talk about that even less, because we do n't like to talk about how rape culture is corrective; queer women do n't fit into any mainstream picture of"
A,B,C,295,,COCA:2012:BLOG feministe.us,"  0%:  / 100  this issue is being discussed as specific to gay men. Queer women are also subjected to sexual harassment, sexually violent and threatening behavior, and corrective rape because of their perceived orientation. We talk about that even like to talk about how rape culture is corrective; queer women don't fit into any mainstream picture of leering construction workers. I leering construction workers. I do n't see any reference in this post to any dynamic distinct to gay men. # And I think that a lot of conversations about violent homophobia ignore the extent to which homophobia directed at women is sexually violent"
A,B,C,296,,COCA:2012:BLOG feministe.us,"  0%:  / 100  about violent homophobia ignore the extent to which homophobia directed at women is sexually violent and the extent to which women can be visibly gay. That is, I think "" lesbian invisibility "" informs not only our ability directed at women, but also our ability to see queer women as people actually out there in the world, facing their portion of , facing their portion of this too. Social controls on female expression and sexuality are so mundane that we ca n't read them as specifically homophobic. # So, I kinda think it's useful to parse out some of the different kinds"
A,B,C,297,,COCA:2012:BLOG feministe.us,"  0%:  / 100  is serious rather than just rhetorical. Finally, there's abuse that combines homophobic abuse with a punitive sexual element, like guys pushing their crotches at you. # I think that of those three it's street active proposition for sexual activity that has patterns specific to queer men, mainly because the perpetrator group is in the category of men who the category of men who have sex with men and that fact is important to the mechanics of the harassment. That's obviously not to say that women do n't get propositioned all the time (and that queer women are n't targeted for"
A,B,C,298,,COCA:2012:BLOG feministe.us,"  0%:  / 100  sexual activity that has patterns specific to queer men, mainly because the perpetrator group is in the category of men who have sex with men and that fact is important to the mechanics of the harassment. That's don't get propositioned all the time (and that queer women aren't targeted for propositions because of their sexuality), but that sexuality), but that I was to pick out one manifestation of street harassment that's specific to queer men it's the proposition by a MSM perpetrator. # On the other two counts, I think piny is on the money."
A,B,C,299,,COCA:2012:BLOG feministe.us,"  0%:  / 100  is important to the mechanics of the harassment. That's obviously not to say that women do n't get propositioned all the time (and that queer women are n't targeted for propositions because of their sexuality), out one manifestation of street harassment that's specific to queer men it's the proposition by a MSM perpetrator. # On the other . # On the other two counts, I think piny is on the money. I'd even go so far to suggest that there's a small but significant frequency of cases where even gender specific terms of abuse like "" dyke """
A,B,C,300,,COCA:2012:BLOG feministe.us,"  0%:  / 100  there in the world, facing their portion of this too. Social controls on female expression and sexuality are so mundane that we ca n't read them as specifically homophobic. # So, I kinda think it's the different kinds of street harassment being talked about wrt queer men here. # So, firstly, there's the generic kind of 's the generic kind of "" faggot "" -yelled-out-of-cars abuse. Secondly, there's sexual harassment of the propositioning variety, where the proposition is serious rather than just rhetorical. Finally, there's abuse that combines homophobic abuse with a punitive sexual"
A,B,C,301,,COCA:2012:BLOG feministe.us,"  0%:  / 100  perpetrator. # On the other two counts, I think piny is on the money. I'd even go so far to suggest that there's a small but significant frequency of cases where even gender specific terms and '' faggot '' have crossover between different groups of queer people. I know a number of butch queer women who occasionally get called women who occasionally get called faggots, and I occasionally get dyke or bitch when the perp is at a significant enough distance that they're just seeing my skinnylegs, floral shirt and undercut. # Oh, definitely -- and there is wastebasket"
A,B,C,302,,COCA:2012:BLOG feministe.us,"  0%:  / 100  I think piny is on the money. I'd even go so far to suggest that there's a small but significant frequency of cases where even gender specific terms of abuse like "" dyke "" and "" faggot of queer people. I know a number of butch queer women who occasionally get called faggots, and I occasionally get dyke or bitch occasionally get dyke or bitch when the perp is at a significant enough distance that they're just seeing my skinnylegs, floral shirt and undercut. # Oh, definitely -- and there is wastebasket -phobia; it is n't as though homophobes feel"
A,B,C,303,,COCA:2012:BLOG feministe.us,"  0%:  / 100  . # Oh, definitely -- and there is wastebasket -phobia; it is n't as though homophobes feel obligated to conscientiously slur. # You know, I think you're right -- although I think the punitive or compared to corrective rape. But that's true. Queer women are sometimes subjected to demeaning sexual attention from other, er, women other, er, women who apparently consider themselves straight women in good standing, but I do n't think it's as predatory. # If the threatening proposition can be compared to men harassing women... some harassment is violent sexual threats;"
A,B,C,304,,COCA:2012:BLOG feministe.us,"  0%:  / 100  , I think the Feministe crew have a right to decide what goes on their own goddamn site. # I think it's incredibly telling that there are a bunch of men replying to you to tell you that harassment (especially as they pertain to how men treat queer women, which is an issue not even glanced at by this hilariously slipshod at by this hilariously slipshod article) are also saying that your attitude is toxic. # Let me reframe this: I find it shocking that you, a fucking nobody on Feministe (as in, not a site runner, guest blogger"
A,B,C,305,,COCA:2012:BLOG feministe.us,"  0%:  / 100  ). # This shows that it's not just women. When harassment is involved, yes, sorry good guys, but you get perceived as bad guys right away. You do n't like it? Help honestly think this discussion is important, because abuse of queer men is one of the direct effects of the patriarchal culture of misogyny. patriarchal culture of misogyny. # These men are having sex with other men. Patriarchy casts women as the sex class. Men having sex with men are, in the eyes of the abusers, taking that sex class role, being de"
A,B,C,306,,COCA:2012:BLOG feministe.us,"  0%:  / 100  he is n't. What if people know about me, what if he can tell? I'm scared. If I scream at him then they'll know I'm straight "". # Fixing patriarchal culture, gender essentialism, would make street harassment of women and queer men a thing of the past. I. just don't think we're do n't think we're anywhere near that point yet. # Femme women are harassed for daring to own and perform their sexuality in a way that excludes men. # With Butch women it's more due to having transgressed binary gender norms"
A,B,C,307,,COCA:2012:BLOG feministe.us,"  0%:  / 100  past. I. just do n't think we're anywhere near that point yet. # Femme women are harassed for daring to own and perform their sexuality in a way that excludes men. # With Butch women it binary gender norms in the eyes of heterosexist society. Queer Butch women are threatening purely because they're visibly not for male consumption. not for male consumption. They're a glaring "" Fuck you "" to what the male gaze wants to land on. # Yeah, I'm super sick of the whole' homophobia is because of misogyny "" thing. FFS, I"
A,B,C,308,,COCA:2012:BLOG feministe.us,"  0%:  / 100  I'm holding out until we get nanomachine artery scrubbers, artificial red blood cells, etc.) # She did n't say "" homophobia is because of misogyny "", she did n't even say "" homophobia is of misogyny '', she merely said '' abuse of queer men is one of the direct effects of the patriarchal culture of misogyny. patriarchal culture of misogyny. "" If I was to say that abuse of women is one of the direct effects of the patriarchal culture of misogyny am I saying' sexism is because of sexism'? Am I saying' sexism is really"
A,B,C,309,,COCA:2012:BLOG feministe.us,"  0%:  / 100  stupid. Ambling, your logic always ceases to amaze me. # Sexism is n't because of racism. So that would sound bizarre. They interact and intersect in ways that mean sexism experienced by WOC is not women. # But, you can not deny that queer men are the targets of abuse that frames then as women, because their as women, because their sexuality means they're defying heterosexist norms. # I'm a dyke, with more gay male friends than gay female ones in my immediate environment. The vast majority of bullshit hurled at them is references to their"
A,B,C,310,,COCA:2012:BLOG feministe.us,"  0%:  / 100  , like that one who was kissing my hand a few threads down, whatsisname? # No, that's not what she's saying. The problem is that the oppression gay men face is homophobic -- that to gay men, but rather a problem for all queer people, including all queer women. And while it is of course important it is of course important to talk about the specific ways in which specific groups of queer people experience homophobia, it's important not to do so in ways that render specific experience of homophobia invisible. This is already a problem for queer"
A,B,C,311,,COCA:2012:BLOG feministe.us,"  0%:  / 100  was kissing my hand a few threads down, whatsisname? # No, that's not what she's saying. The problem is that the oppression gay men face is homophobic -- that is, not at all rather a problem for all queer people, including all queer women. And while it is of course important to talk about the specific to talk about the specific ways in which specific groups of queer people experience homophobia, it's important not to do so in ways that render specific experience of homophobia invisible. This is already a problem for queer women. # I do"
A,B,C,312,,COCA:2012:BLOG feministe.us,"  0%:  / 100  . The problem is that the oppression gay men face is homophobic -- that is, not at all specific to gay men, but rather a problem for all queer people, including all queer women. And while talk about the specific ways in which specific groups of queer people experience homophobia, it's important not to do so in ways that do so in ways that render specific experience of homophobia invisible. This is already a problem for queer women. # I do n't agree with everything Djuna Tree has said; our positions are different. But I do understand why she thinks"
A,B,C,313,,COCA:2012:BLOG feministe.us,"  0%:  / 100  for all queer people, including all queer women. And while it is of course important to talk about the specific ways in which specific groups of queer people experience homophobia, it's important not to do so of homophobia invisible. This is already a problem for queer women. # I don't agree with everything Djuna Tree has said; Djuna Tree has said; our positions are different. But I do understand why she thinks that this is problematic. I do n't think it's fair to call her homophobic when she has not said that gay men ca n't talk about"
A,B,C,314,,COCA:2012:BLOG feministe.us,"  0%:  / 100  men, and how it relates to "" gender-based street harassment of women. "" Why ca n't he spend a little bit of time talking about homophobic harassment as it includes women? This phenomenon is even more related lesbians, isn't it? He didn't mention queer women at all. # He mentions straight women and gay men, but and gay men, but he does n't mention the community where sexism and homophobia intersect, even though he's writing a guest post about the intersection of sexism and homophobia. In fact, he said this: "" They're targeted for"
A,B,C,315,,COCA:2012:BLOG feministe.us,"  0%:  / 100  have a definition of "" men "" that I would not be happy with. # Jadey, show me one place in the OP where he acknowledged that homophobic harassment is something that women face, too -- that '' gender-based harassment. '' Find one pro-forma acknowledgement of queer women or homophobia directed at queer women, and one pro-forma acknowledgment that it one pro-forma acknowledgment that it's totally invisible. # I say that's erasure. # Also, it's kind of silly to draw that weaker parallel when the homophobic harassment of women is, like his theme, ubiquitous and invisible --"
A,B,C,316,,COCA:2012:BLOG feministe.us,"  0%:  / 100  "" that I would not be happy with. # Jadey, show me one place in the OP where he acknowledged that homophobic harassment is something that women face, too -- that women do n't only deal with one pro-forma acknowledgement of queer women or homophobia directed at queer women, and one pro-forma acknowledgment that it's totally invisible. # I totally invisible. # I say that's erasure. # Also, it's kind of silly to draw that weaker parallel when the homophobic harassment of women is, like his theme, ubiquitous and invisible -- that seems to me to betray"
A,B,C,317,,COCA:2012:BLOG feministe.us,"  0%:  / 100  n't have to list every class of people who are victims of practice X to discuss how practice X hurts a specific class of people. I mean, what it boils down to for me is this: would reading this article more convinced than they were before that queer women are not profiled? I really don't think so. # Piny think so. # Piny, do you not think that the targeting of queer women is a gender-based thing? I mean, since queer women get targeted half the time for either looking not-straight, or for being not-straight while looking feminine."
A,B,C,318,,COCA:2012:BLOG feministe.us,"  0%:  / 100  people. I mean, what it boils down to for me is this: would any reasonable person come away from reading this article more convinced than they were before that queer women are not profiled? I really Piny, do you not think that the targeting of queer women is a gender-based thing? I mean, since queer women get targeted since queer women get targeted half the time for either looking not-straight, or for being not-straight while looking feminine. Or for performing sexualities that are male-exclusive. # To say that queer women are n't a subset of women seems a bit,"
A,B,C,319,,COCA:2012:BLOG feministe.us,"  0%:  / 100  me is this: would any reasonable person come away from reading this article more convinced than they were before that queer women are not profiled? I really do n't think so. # Piny, do you not women is a gender-based thing? I mean, since queer women get targeted half the time for either looking not-straight, or for being not-straight, or for being not-straight while looking feminine. Or for performing sexualities that are male-exclusive. # To say that queer women are n't a subset of women seems a bit, um. I do n't even know what it seems,"
A,B,C,320,,COCA:2012:BLOG feministe.us,"  0%:  / 100  so. # Piny, do you not think that the targeting of queer women is a gender-based thing? I mean, since queer women get targeted half the time for either looking not-straight, or for being not-straight performing sexualities that are male-exclusive. # To say that queer women aren't a subset of women seems a bit, um. I bit, um. I do n't even know what it seems, aside from WEIRD. # Seriously, this entire fucking thread with "" how dare a queer man discuss queer men without continuously referring to queer women??? "" is"
A,B,C,321,,COCA:2012:BLOG feministe.us,"  0%:  / 100  not-straight while looking feminine. Or for performing sexualities that are male-exclusive. # To say that queer women are n't a subset of women seems a bit, um. I do n't even know what it seems, , this entire fucking thread with '' how dare a queer man discuss queer men without continuously referring to queer women??? '' women??? "" is surreal to me. Like you ca n't discuss race politics in Nigeria without going "" and lemme just say I know there are black people in other parts of Africa too, yo, just so you know"
A,B,C,322,,COCA:2012:BLOG feministe.us,"  0%:  / 100  feminine. Or for performing sexualities that are male-exclusive. # To say that queer women are n't a subset of women seems a bit, um. I do n't even know what it seems, aside from WEIRD fucking thread with '' how dare a queer man discuss queer men without continuously referring to queer women??? '' is surreal to ? "" is surreal to me. Like you ca n't discuss race politics in Nigeria without going "" and lemme just say I know there are black people in other parts of Africa too, yo, just so you know I do n't"
A,B,C,323,,COCA:2012:BLOG feministe.us,"  0%:  / 100  that are male-exclusive. # To say that queer women are n't a subset of women seems a bit, um. I do n't even know what it seems, aside from WEIRD. # Seriously, this entire a queer man discuss queer men without continuously referring to queer women??? '' is surreal to me. Like you can't . Like you ca n't discuss race politics in Nigeria without going "" and lemme just say I know there are black people in other parts of Africa too, yo, just so you know I do n't think all the black people in"
A,B,C,324,,COCA:2012:BLOG feministe.us,"  0%:  / 100  women is gender-based. But "" gender-based "" is not a good way to refer to it here. If you're talking about homophobia, and if your point is to differentiate between homophobia and sexism, "" gender-based I don't think it's an attempt to include queer women anyway; I think it's a really clumsy attempt to refer to clumsy attempt to refer to sexist harassment of straight women. # And you can tell, because he referred to "" gender-based harassment of women "" as something we've heard about lately. That would not be a reference to harassment of queer"
A,B,C,325,,COCA:2012:BLOG feministe.us,"  0%:  / 100  And you can tell, because he referred to "" gender-based harassment of women "" as something we've heard about lately. That would not be a reference to harassment of queer women. # Seriously, this entire a queer man discuss queer men without continuously referring to queer women??? '' is surreal to me. # But he's . # But he's not only talking about queer men. He's talking about a phenomenon as it relates to multiple groups. I'm saying that his framing of homophobic and "" gender-based "" harassment is skeevy and sexist, basically."
