CATEG,,,ALL,,SOURCE,
A,B,C,301,,COCA:2013:MAG HistoryToday,"  0%:  / 100  where they left a card from' W.E.G.'. They brought back with them a small fir tree, a present to Gladstone from the head forester. # In the last decade of their lifetimes the two men other. In 1888 Gladstone described Bismarck as' a queer sort of fish in many ways' and on hearing of his resignation confessed hearing of his resignation confessed that he had never admired the chancellor, whose greatest failing was' his utter want of sympathy with liberty'. Gladstone had, however, made exactly the same criticism of Wellington and Disraeli a decade earlier."
A,B,C,302,,COCA:2013:MAG Newsweek,"  0%:  / 100  debate-based groups that "" put so much emphasis on proving why atheism is better than theism. # "" We're more concerned with taking care of believers than converting them into nonbelievers, "" he says. "" You can pain and shame. '' # Roth, a 24-year-old queer artist and activist who was raised in a Maryland megachurch and once proudly wore megachurch and once proudly wore a purity ring to symbolize sexual abstinence, says it's difficult to relate to New Yorkers who see evangelicals as nothing more than a punchline. "" Being an ex-Christian can be so isolating, even in a liberal"
A,B,C,303,,COCA:2013:MAG Newsweek,"  0%:  / 100  of, "" she says. Many of the women historically targeted by witch hunters were, after all, misunderstood lay healers and midwives; churches may no longer burn women at the stake, but they are still , a 25-year-old freelance editor from Los Angeles, says queer women like herself are drawn to the occult because they '' seek outside validation they "" seek outside validation "" but do n't want to be talked down to by priests and pastors. Astrologers and psychics are more like trusted, nonjudgmental friends. # Multiple 20-somethings told Newsweek that they enjoy dabbling in different metaphysical practices without"
A,B,C,304,,COCA:2013:NEWS Denver,"  0%:  / 100  set aside for our recognizing heroes. Maryjane Raabe, Denver Thank God the FDA finally banned trans fats, because they have no socially redeeming benefit and are harmful. Now if they would only take up the cause Judy Jones, Lakewood Concerning inclusion of the word '' queer '' as a gender choice on an employment application by Colorado College, let by Colorado College, let's start with the obvious. Are there really people running a college who do not know the difference between gender and sexual orientation? Barbara Neff, Castle Rock I would like to see or hear at least one"
A,B,C,305,,COCA:2013:NEWS Austin,"  0%:  / 100  children younger than 8 free. Buda City Park, 204 San Antonio Road, Buda. **44;6804;TOOLONG.... Luminaria An expo and gala for the American Red Cross of Central Texas. 6:30 to 10 p.m. Friday , 200 Lavaca St. 830-285-1829, **37;6850;TOOLONG. Out Youth Queer Prom Food, dancing and more. 7 p.m. to midnight Saturday. $10-$25 to midnight Saturday. $10-$25 suggested donation. Whole Foods Market Flagship, 525 N. Lamar Blvd. www.outyouth.org. Paws in Prison Benefit Party A fundraiser for the dog rescue group with live music and a silent auction. 3 to 6 p.m. Sunday"
A,B,C,306,,COCA:2013:NEWS STLouis,"  0%:  / 100  of a very brief career that ended when the 34-year-old playwright was murdered by his lover, Joe Orton howled like nobody else. At Orton's funeral, Harold Pinter eulogized him as "" a bloody marvelous writer "" a major influence, not to mention a pioneer of queer aesthetics. On top of all that, he could be absolutely hilarious. could be absolutely hilarious. This not-atypical work tells the story of a young hustler (Paul Cereghino) who thinks he's seen it all. But when his lewd landlady (Lavonne Byers) and her repressed brother (Michael James Reed)"
A,B,C,307,,COCA:2013:NEWS STLouis,"  0%:  / 100  funny with Chris Tucker at the Fox Theatre and Lewis Black at the Peabody Opera House extends to Margaret Cho at the Pageant. She's returning to town with her latest hilarious show, "" Mother, "" "" how we look at maternal figures and strong women in queer culture, '' she told the Post-Dispatch. '' It's probably my edgiest It's probably my edgiest show to date. The show explores motherhood in general: the mysteries of it, the sacred nature of it and the profound nature of it. It's the most amazing job anyone can aspire to. """
A,B,C,308,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  white photograph, Candy Darling on her Deathbed taken in 1974, the year Darling died at the age of 30 (Hujar himself would die a little more than a decade later of AIDS related complications). Darling Andy Warhol, and a prominent figure in the bohemian queer art circles of Greenwich Village in the late 60s and 70s. She became and 70s. She became a Factory regular in Warhol's films such as Flesh (1968) and Women in Revolt (1971), and was also immortalized in the songs of Velvet Underground ("" Candy Says "") and Lou Reed"
A,B,C,309,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  was also immortalized in the songs of Velvet Underground ("" Candy Says "") and Lou Reed's ("" Walk on the Wild Side ""). While Darling did not die of AIDS, her image on beautiful--captures not only the sense of loss experienced by the queer community because of AIDS, but also the passing away of a historical moment away of a historical moment marked by sexual promiscuity and radical cultural production in the Village; the artistic growth and political activism became gradually informed by the anxiety and burden of AIDS, the closing down of bathhouses, and the gentrification of Christopher"
A,B,C,310,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  passing away of a historical moment marked by sexual promiscuity and radical cultural production in the Village; the artistic growth and political activism became gradually informed by the anxiety and burden of AIDS, the closing down of bathhouses Street. A few years after Hujar's passing, queer photographer and painter, David Wojnarowicz also died of AIDS, followed by the AIDS, followed by the death of avant-garde artist and fashion icon, Leigh Bowery. # A closer look at the work and musical genealogy of Antony Hegarty, the transgender identified lead singer of Antony and the Johnsons, reveals the intimate historical and"
A,B,C,311,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  Darling's image not only became an inspiration for him to finish the record which he was struggling to complete for several years, but it also ended up operating as a map to the album for the listener--linking the Bird Now to a very specific time and place in queer history. Hujar's photograph thus contextualizes Antony's music in relation to a music in relation to a larger genealogy of queer cultural productions. # Darling's image on the cover continues Antony's tradition of paying homage to queer icons of the past, creating a queer historiography of sorts through his own musical trajectory."
A,B,C,312,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  to complete for several years, but it also ended up operating as a map to the album for the listener--linking the thematic pre-occupations of I Am a Bird Now to a very specific time and place in queer history Antony's music in relation to a larger genealogy of queer cultural productions. # Darling's image on the cover continues Antony's tradition cover continues Antony's tradition of paying homage to queer icons of the past, creating a queer historiography of sorts through his own musical trajectory. The inspiration for Antony's band "" the Johnsons "" is a reference to the African-American transgender activist"
A,B,C,313,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  the listener--linking the thematic pre-occupations of I Am a Bird Now to a very specific time and place in queer history. Hujar's photograph thus contextualizes Antony's music in relation to a larger genealogy of queer cultural productions the cover continues Antony's tradition of paying homage to queer icons of the past, creating a queer historiography of sorts through his own of sorts through his own musical trajectory. The inspiration for Antony's band "" the Johnsons "" is a reference to the African-American transgender activist Marsha P. Johnson (or Saint Johnson, as she was known to the gay community in New York"
A,B,C,314,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  a Bird Now to a very specific time and place in queer history. Hujar's photograph thus contextualizes Antony's music in relation to a larger genealogy of queer cultural productions. # Darling's image on the cover homage to queer icons of the past, creating a queer historiography of sorts through his own musical trajectory. The inspiration for Antony's The inspiration for Antony's band "" the Johnsons "" is a reference to the African-American transgender activist Marsha P. Johnson (or Saint Johnson, as she was known to the gay community in New York City), who was a part of"
A,B,C,315,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  's return to transgender history continues in his song "" Divine "" on the self-titled debut of Antony and the Johnsons, where he memorializes the drag icon, and star of several John Waters' camp classics. The Mother of America, '' and in a moment of queer union or '' touching '' across time, Antony sings: #? I sings: #? I turn to think of you Who walked the way with so much pain Who holds the mirror up to fools And I'll murder the ingrates who stand in our way And I'll swallow shit laughing on my bed"
A,B,C,316,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  internal terrors around race, gender, and sexuality "" (108). Following Muoz, I wish to suggest that in both his gender presentation as well as in the thematic content of lyrics, Antony foregrounds gender ethic of assimilation. # 3. In In a Queer Time and Place, Judith (Jack) Halberstam argues that a '' queer argues that a "" queer adjustment in the way in which we think about time, in fact, requires and produces new concepts of space "" (6). # 4. In her essay "" Paranoid Reading and Reparative Reading, or"
A,B,C,317,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  Following Muoz, I wish to suggest that in both his gender presentation as well as in the thematic content of lyrics, Antony foregrounds gender ambiguity rather than strives for an ethic of assimilation. # 3. In , Judith (Jack) Halberstam argues that a '' queer adjustment in the way in which we think about time, in fact, time, in fact, requires and produces new concepts of space "" (6). # 4. In her essay "" Paranoid Reading and Reparative Reading, or You're So Paranoid, you Probably Think this Essay is About You,"
A,B,C,318,,COCA:2013:ACAD JournalResearch,"  0%:  / 100  Wenger, Communities of Practice: Learning, Meaning and Identity (New York: Cambridge University Press, 1998), 73. # 35. Ibid., 76. # 36. Ibid. # 37. Victoria Moon Joyce, Composing? Exploring Attali's Concept of Composition from a Queer Perspective, '' Popular Music and Society 21, no. 3 (1997) no. 3 (1997): 54. # 38. Cape and Nichols, "" Engaging Stories, "" 34-35. # 39. Laurel Richardson, Fields of Play: Constructing an Academic Life (New Brunswick, NJ: Rutgers University Press, 1997"
A,B,C,319,,COCA:2013:ACAD ArtBulletin,"  0%:  / 100  : what has been called their "" shared sexual subjectivity "" as it applied to art and architecture. 8 This is notable, because considerable attention has been recently paid to the homoeroticism of Walpole's letters, the interrelations language of epistolary exchange they shared, and the '' queer '' poetics of his literature -- particularly his 1764-65 novel The Castle of Otranto novel The Castle of Otranto: A Gothic Story. 9 The aesthetic consequences of Walpole's sexuality for the design of Strawberry Hill were hinted at in a few paragraphs of Timothy Mowl's rich, if controversial, 1996 biography Horace Walpole: The"
A,B,C,320,,COCA:2013:ACAD ArtBulletin,"  0%:  / 100  first prime minister (Sir Robert Walpole), Strawberry Hill becomes "" a large Gothick' closet' to which Walpole could sometimes retire when he wished to express his true persona with intimate friends. "" Mowl gives possibility that Gothic may have had a specific appeal for queer patrons and viewers in the eighteenth century as part of a '' deliberate rebel of a "" deliberate rebel counter-culture "" and to Walpole and his circle of self-proclaimed "" Goths "" in particular. 11 Mowl's thesis has been criticized by historians of literature who rightly noted the inappropriate application of contemporary sexual categories and terminologies to the"
A,B,C,321,,COCA:2013:ACAD ArtBulletin,"  0%:  / 100  (or be normalized by) a Gothic setting. # Literary critics have shown that The Castle of Otranto and the eighteenth-century Gothic novel as a new literary mode the-matized sexual alterity through transgressions of social and sexual binaries sexual violence, and same-sex desire feature centrally as '' queer '' reversals of established sexual decorum within the medievalizing narratives of the Gothic novel. narratives of the Gothic novel. 51 Walpole claims to have written the novel as an antidote to the constraints of contemporary culture (which certainly implicates sexuality), in which "" the great resources of fancy have been dammed up, by a strict"
A,B,C,322,,COCA:2013:ACAD ArtBulletin,"  0%:  / 100  introspective investment, homosocial brotherhood, the sensory pleasure derived from the unveiled male form, and "" the elaborate stagecraft of ritualism in which they celebrated the effeminate effusions of the dandy, "" 73 but Catholicism as a a model for the discourses that constructed a modern '' queer '' subjectivity epitomized by the '' closet '' (conveniently, the term '' conveniently, the term "" closet "" shares a Latin root with the term "" cloister ""). O'Malley's work may provide a useful model in which to understand the quasi-devotional appeal of the Gothic and its Catholic connotations for Walpole and his"
A,B,C,323,,COCA:2013:ACAD ArtBulletin,"  0%:  / 100  by suffering for my country and its principles. "" 103 Walpole's outing resulted in a radical if temporary "" masculinization, "" by which he devised to make himself "" more manly "" (Walpole's words) to the subject of the 1764 critique, his '' queer '' or feminine self, which Walpole specifically connected to his Gothic villa. 104 to his Gothic villa. 104 Not unlike the destruction of the castle at the climactic end of The Castle of Otranto, to which the letter has been compared, Walpole's public outing deflates the fantasy of Strawberry Hill as a safely disguised projection"
A,B,C,324,,COCA:2013:ACAD ArtBulletin,"  0%:  / 100  camp. This is an issue that can not be examined in depth here, but we may usefully consider, as Susan Sontag and others have done, Walpole's Strawberry Hill as a formative statement of camp, origins of both modern sexualities and aesthetics. 128 # '' Queer Family Romance '' at Strawberry Hill # An understanding of Walpole's sexuality and of Walpole's sexuality and the nature of the bonds he shared with his circle also informs a reading of aspects of Strawberry Hill's collections and the strategies of their display. During Walpole's lifetime, and up until the dispersal of the"
A,B,C,325,,COCA:2013:ACAD ArtBulletin,"  0%:  / 100  genealogies through the display of portraits, heraldry, and objects). 129 An overlooked aspect of Strawberry Hill and the collection that it was designed to house is its implicit and frequently explicit construction of diverse "" familial 's biological family and what may be called his '' queer family '' of homoerotically inclined friends -- evident in the display of heraldry in the display of heraldry in stained glass, wall painting, on the house's fireplace mantels and furniture, and in the portraits that hung in the house in carefully structured family groups. # The genealogical displays of heraldry and portraiture at Strawberry"
A,B,C,326,,COCA:2013:ACAD ArtBulletin,"  0%:  / 100  136 These tensions between a patriarchal family seat and an alternative sexuality can be gleaned in the objects themselves and in the strategies of their display at Strawberry Hill. Indeed, Walpole's "" family seat "" seems to biological family -- real and imagined -- and his '' queer family '' of friends and associates. Working from Sigmund Freud's 1909 essay Sigmund Freud's 1909 essay "" Family Romances, "" which explores the child's conscious remaking of his/her lineage during adolescence, 137 Whitney Davis defines queer family romance as "" the witting (or even witty) invention of alternate inheritances by a"
A,B,C,327,,COCA:2013:ACAD ArtBulletin,"  0%:  / 100  "" seems to hold competing genealogies: Walpole's biological family -- real and imagined -- and his "" queer family "" of friends and associates. Working from Sigmund Freud's 1909 essay "" Family Romances, "" which of his/her lineage during adolescence, 137 Whitney Davis defines queer family romance as '' the witting (or even witty) invention of alternate witty) invention of alternate inheritances by a person who finds himself or herself disoriented in the imprinted norms of the parental matrix. "" Within queer art collections, queer family romance articulates "" family resemblances among forms that allowed queer significances (homosexual"
A,B,C,328,,COCA:2013:ACAD ArtBulletin,"  0%:  / 100  Romances, "" which explores the child's conscious remaking of his/her lineage during adolescence, 137 Whitney Davis defines queer family romance as "" the witting (or even witty) invention of alternate inheritances by a person who the imprinted norms of the parental matrix. '' Within queer art collections, queer family romance articulates '' family resemblances among forms that allowed resemblances among forms that allowed queer significances (homosexual or not) to emerge into visibility even when particular artifacts did not inherently possess a queer iconography, "" and it "" relays imaginations of a better social order, and possibly a radically different"
A,B,C,329,,COCA:2013:ACAD ArtBulletin,"  0%:  / 100  explores the child's conscious remaking of his/her lineage during adolescence, 137 Whitney Davis defines queer family romance as "" the witting (or even witty) invention of alternate inheritances by a person who finds himself or herself the parental matrix. '' Within queer art collections, queer family romance articulates '' family resemblances among forms that allowed queer significances (homosexual allowed queer significances (homosexual or not) to emerge into visibility even when particular artifacts did not inherently possess a queer iconography, "" and it "" relays imaginations of a better social order, and possibly a radically different one. "" 138"
A,B,C,330,,COCA:2013:ACAD ArtBulletin,"  0%:  / 100  , 137 Whitney Davis defines queer family romance as "" the witting (or even witty) invention of alternate inheritances by a person who finds himself or herself disoriented in the imprinted norms of the parental matrix. "" family romance articulates '' family resemblances among forms that allowed queer significances (homosexual or not) to emerge into visibility even when particular artifacts visibility even when particular artifacts did not inherently possess a queer iconography, "" and it "" relays imaginations of a better social order, and possibly a radically different one. "" 138 # Walpole's family romance is recognizable in the displays of"
A,B,C,331,,COCA:2013:ACAD ArtBulletin,"  0%:  / 100  inheritances by a person who finds himself or herself disoriented in the imprinted norms of the parental matrix. "" Within queer art collections, queer family romance articulates "" family resemblances among forms that allowed queer significances (homosexual visibility even when particular artifacts did not inherently possess a queer iconography, '' and it '' relays imaginations of a better social order, a better social order, and possibly a radically different one. "" 138 # Walpole's family romance is recognizable in the displays of heraldry at Strawberry Hill, reflecting his descent from the Walpole and Shorter lines. Complicating this picture, Wal-pole"
A,B,C,332,,COCA:2013:ACAD ArtBulletin,"  0%:  / 100  104-10.97. On the fribble, see Laurence Senelick, "" Mollies or Men of Mode? Sodomy and the Eighteenth-Century London Stage, "" Journal of the History of Sexuality 1, no. 1 (1990): 33-67 The Gendering of Men, 1600-1750, vol. 2, Queer Articulations (Madison: University of Wisconsin Press, 2008), esp. 2008), esp. 64-69, 128-29, 131-34.98. Lord Lyttelton to Elizabeth Montagu, August 11, 1759, British Library, London, RP 2377 (i), Letter 2. A partial transcription appears in Emily T. Climenson,"
A,B,C,333,,COCA:2013:ACAD ArtBulletin,"  0%:  / 100  1964), in which she located the origins of camp in the eighteenth-century milieu of Pope and Walpole and in the products of the "" modern style, "" including chinoiserie and the Gothic Revival (Strawberry Hill is '' Notes on Camp, '' reprinted in Camp: Queer Aesthetics and the Performing Subject, ed. Fabio Cleto (Ann Arbor: Cleto (Ann Arbor: University of Michigan Press, 1999), 53-65, with discussion in the author's introduction, 1-43. The historiography on camp is considerable. See in particular Moe Meyer, ed., The Politics and Poetics of"
A,B,C,334,,COCA:2013:ACAD ArtBulletin,"  0%:  / 100  , Horace Walpole, 122-24. On Beckford, see Whitney Davis, "" The Site of Sexuality: William Beckford's Fonthill Abbey, 1780-1824, "" in Archaeologies of Sexuality, ed. Robert A. Schmidt and Barbara , 2000), 104-13; and idem, '' Queer Family Romance ''; on Payne Knight, see Andrew Ballantyne, Architecture, Andrew Ballantyne, Architecture, Landscape and Liberty: Richard Payne Knight and the Picturesque (Cambridge: Cambridge University Press, 1997); and Davis, Queer Beauty, 51-82.163. See Guest, "" The Wanton Muse. "" Queer readings have"
A,B,C,335,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  went on to form, along with Sylvia Riviera, the Street Transvestite Action Revolutionaries, one of the first transgender rights political organizations in the US. Johnson herself spent a large part of her life hustling on the the creation of one of the first homeless shelters for queer youth who had been abandoned by their families. Antony's return to transgender Antony's return to transgender history continues in his song "" Divine "" on the self-titled debut of Antony and the Johnsons, where he memorializes the drag icon, and star of several John Waters' camp classics. The song recasts Divine as"
A,B,C,336,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  in our way And I'll swallow shit laughing on my bed of hay # The last line, an obvious reference to the feces eating scene in Waters' cult film, Pink Flamingos (1972) directs the towards a completely different affective orientation--it becomes a moment of queer solidarity; a communion between past and present in which Antony assumes Divine's which Antony assumes Divine's place in performing what Jos Muoz has referred to as "" terrorist drag "" 2 (108). Thus even while the murdering of "" ingrates "" could be yet another reference to Divine's killing spree in Female"
A,B,C,337,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  be yet another reference to Divine's killing spree in Female Trouble (1974), the perverse undertones are replaced by a more sincere homage to Divine's fierce performance of drag. # Though the song suggests the which Antony continues Divine's legacy of gender bending and queer camp, the music of Antony and the Johnsons is radically different from its is radically different from its camp antecedents and historical influences. To listen to the above song (and to all of Antony's music), one is struck by the sense of aching earnestness and nostalgic sincerity with which he sings. Antony"
A,B,C,338,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  songs about falling in love with dead boys, about loss and loneliness, and the yearnings for gender transformation. In lesser hands, the melancholic style would inevitably seem over-wrought and maudlin, but Antony combines affect and aesthetic precision that is always situated in a materially grounded queer place and time. # At first, a retrospective return to camp history retrospective return to camp history performing queer sincerity appears to be an affective contradiction of sorts. Once again, however, Darling's image on the cover of I Am a Bird Now serves as useful index in embodying this paradoxical relation to queer"
A,B,C,339,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  yearnings for gender transformation. In lesser hands, the melancholic style would inevitably seem over-wrought and maudlin, but Antony combines affect and "" feeling "" with a careful aesthetic precision that is always situated in a materially grounded At first, a retrospective return to camp history performing queer sincerity appears to be an affective contradiction of sorts. Once again, however . Once again, however, Darling's image on the cover of I Am a Bird Now serves as useful index in embodying this paradoxical relation to queer history. Hujar's photograph at once captures the queer legacy of camp, even while"
A,B,C,340,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  materially grounded queer place and time. # At first, a retrospective return to camp history performing queer sincerity appears to be an affective contradiction of sorts. Once again, however, Darling's image on the cover serves as useful index in embodying this paradoxical relation to queer history. Hujar's photograph at once captures the queer legacy of camp, queer legacy of camp, even while this inheritance gets directed towards affective orientations that are traditionally not associated with camp. Antony's earnestness can not therefore signal the end of camp in any simple sense. In "" The Melodramatic Moment, """
A,B,C,341,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  , a retrospective return to camp history performing queer sincerity appears to be an affective contradiction of sorts. Once again, however, Darling's image on the cover of I Am a Bird Now serves as useful index queer history. Hujar's photograph at once captures the queer legacy of camp, even while this inheritance gets directed towards affective orientations that directed towards affective orientations that are traditionally not associated with camp. Antony's earnestness can not therefore signal the end of camp in any simple sense. In "" The Melodramatic Moment, "" for example, Daniel Mendelsohn declares a cultural end to"
A,B,C,342,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  ? that can not encompass' real emotion' "" (212). Antony's move away from camp is not a "" shift "" in the ways described by Mendelsohn--it does not efface the cultural labor that is instead pays homage to it from a retrospective distance. Queer affect in this instance emerges from within the lines that camp has already drawn that camp has already drawn, even if it is radically rerouted towards different ends. # In fact, this emergence from within is quite literal since Antony's relation to camp culture is not one that is exclusively mediated by the temporalities of"
A,B,C,343,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  past that was eradicated by AIDS, gentrification, and the clamping down on public sex culture. The more restrained aesthetic of Antony and the Johnsons is not necessarily indicative of a more mature political or artistic present over to melancholy. Instead, retrospective distance both constructs a queer lineage between past and present, and simultaneously redraws the lines between these two the lines between these two moments through a "" shift "" in affect and aesthetics. # The metamorphosis from the campy kitsch of the Blacklips to the more heartfelt un-self-consciousness of Antony and the Johnsons seems particularly apposite given the album's recurring pre-occupation"
A,B,C,344,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  And the bird girls go to heaven I'm a bird girl And the bird girls can fly Bird girls can fly # Once again, it would be too literal to read the flight to heaven in the above sense. Instead, it is more suggestive of a queer utopia in which the realm of the natural becomes an index of an alternative an index of an alternative materiality. "" Bird Gerhl's "" queer optimism resonates with the album's titular assertion "" I Am a Bird Now "" which in turn retrospectively reframes the listener's initial affective experience of the record as singularly melancholic"
A,B,C,345,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  # Once again, it would be too literal to read the flight to heaven in the above lines as death in any simple sense. Instead, it is more suggestive of a queer utopia in which the realm of an alternative materiality. '' Bird Gerhl's '' queer optimism resonates with the album's titular assertion '' I Am a Bird Now I Am a Bird Now "" which in turn retrospectively reframes the listener's initial affective experience of the record as singularly melancholic (Stephen Thompson of NPR, for example, calls Antony's music "" imposingly sad ""). The constant repetition"
A,B,C,346,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  the "" now "" does not neatly line up in any linear fashion. But the "" now "" as a retrospective frame does enable a reparative movement not just for the album, but for Antony's entire musical the mobilization of reflective nostalgia into an affective retelling of queer history, while constantly drawing attention to the pastness of the present. # of the present. # I wish to conclude by pointing out the specific implications of this mobilization of nostalgia in the context of transgender politics. One of my main arguments has been that the music of Antony and the Johnsons offers a queer"
A,B,C,347,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  retelling of queer history, while constantly drawing attention to the pastness of the present. # I wish to conclude by pointing out the specific implications of this mobilization of nostalgia in the context of transgender politics. One that the music of Antony and the Johnsons offers a queer temporality through the logic of nostalgia that complicates the elitist rejection of all things elitist rejection of all things "" retro "" as "" bad history. "" Nostalgia in this context does not return to a fixed moment in the past, but exists in proximity to the pre-occupation with transitioning into another space and time. If"
A,B,C,348,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  desire for gender fixity (and in implicit reiteration of the gender binary) as opposed to those who understand transsexuality and transgenderism as an experience of liminality (one therefore that deconstructs the gender binary). For example Place like Home, '' Jay Prosser has suggested that queer theory exploits the transgender subject by forcing a postmodern logic of fluidity and instability logic of fluidity and instability on a body that might in fact strongly desire a transition into a fixed gender home (499). Interrogating Prosser's essentialization of the transsexual as always already desiring gender fixity, Halberstam points to the importance of"
A,B,C,349,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  . "" Bird Gerhl. "" I Am a Bird Now. Secretly Canadian. 2005. CD. # Blacklips Performance Cult Online Archive. Web. 15 Feb. 2011. # Boym, Svetlana. The Future of Nostalgia. . Print. # Halberstam, Judith. In a Queer Time and Place: Transgender Bodies, Subcultural Lives. New York: New . New York: New York UP, 2005. Print. # ----. Female Masculinity. Durham: Duke UP, 1998. Print. # Hodgman, John. "" Antony Finds His Voice. "" The New York Times Magazine 4"
A,B,C,350,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  Print. # ----. Female Masculinity. Durham: Duke UP, 1998. Print. # Hodgman, John. "" Antony Finds His Voice. "" The New York Times Magazine 4 September 2005. Web. Heather. Feeling Backwards: Loss and the Politics of Queer History. Cambridge, MA: Harvard UP, 2007. Print. # 2007. Print. # Jameson, Fredric. Postmodernism, or, the Cultural Logic of Late Capitalism. Durham: Duke UP, 1991. Print. # Long, Scott. "" The Loneliness of Camp. "" Ed. David Bergman"
A,B,C,351,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  Reparative Reading, or You're So Paranoid, you Probably Think this Essay is about you. "" Touching Feeling -- Affect, Pedagogy, Performativity. Durham: Duke UP, 2003. 125. Print. # Stockton , Beautiful Shame: Where '' Black '' Meets '' Queer. '' Durham: Duke UP, 2006. # Thompson, Stephen. '' Thompson, Stephen. "" Antony and the Johnsons: Imposingly Sad. "" 9 October 2008. Web 16 Feb. 2011. # 552 Insurgency"
A,B,C,352,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  all the surgeries necessary to full sex assignment (if there is such a thing), and these people make their home where they are; some transsexual folks do not define their transsexuality in relation to a strong and they may experience the desire to be trans or queer more strongly than the desire to be male or female. (164) female. (164) # In fearing "" the middle place between light and nowhere, "" in "" Hope There's Someone, "" Antony's music can be paradoxically linked to Halberstam's insistence on an understanding of queer space and time"
A,B,C,353,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  desire to be trans or queer more strongly than the desire to be male or female. (164) # In fearing "" the middle place between light and nowhere, "" in "" Hope There's Someone, paradoxically linked to Halberstam's insistence on an understanding of queer space and time as a resistance to fixity and stability. In acknowledging that stability. In acknowledging that the middle space can be "" inhospitable, "" Halberstam is not oblivious to the constraints of inhabiting liminality. And yet, despite the fear of being between "" light and nowhere, "" it is this very space"
A,B,C,354,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  acknowledging that the middle space can be "" inhospitable, "" Halberstam is not oblivious to the constraints of inhabiting liminality. And yet, despite the fear of being between "" light and nowhere, "" it is this home, a material '' somewhere '' for Antony's queer subject. And if, following Halberstam, a queer understanding of time subtends queer understanding of time subtends the production of queer space, 3 it is the queer temporality of nostalgia that offers the reparative promise of this middle space. Nostalgia, in this context, as I have pointed out, is not a restorative"
A,B,C,355,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  "" Halberstam is not oblivious to the constraints of inhabiting liminality. And yet, despite the fear of being between "" light and nowhere, "" it is this very space that becomes a provisional home, a material queer subject. And if, following Halberstam, a queer understanding of time subtends the production of queer space, 3 it is the , 3 it is the queer temporality of nostalgia that offers the reparative promise of this middle space. Nostalgia, in this context, as I have pointed out, is not a restorative return to a fixed past. Instead, the ability"
A,B,C,356,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  of inhabiting liminality. And yet, despite the fear of being between "" light and nowhere, "" it is this very space that becomes a provisional home, a material "" somewhere "" for Antony's queer subject , a queer understanding of time subtends the production of queer space, 3 it is the queer temporality of nostalgia that offers the reparative nostalgia that offers the reparative promise of this middle space. Nostalgia, in this context, as I have pointed out, is not a restorative return to a fixed past. Instead, the ability to forge a space of belonging in the"
A,B,C,357,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  despite the fear of being between "" light and nowhere, "" it is this very space that becomes a provisional home, a material "" somewhere "" for Antony's queer subject. And if, following Halberstam, the production of queer space, 3 it is the queer temporality of nostalgia that offers the reparative promise of this middle space. Nostalgia this middle space. Nostalgia, in this context, as I have pointed out, is not a restorative return to a fixed past. Instead, the ability to forge a space of belonging in the present is predicated on the affective force"
A,B,C,358,,COCA:2013:ACAD JPopularCulture,"  0%:  / 100  reparative promise of this middle space. Nostalgia, in this context, as I have pointed out, is not a restorative return to a fixed past. Instead, the ability to forge a space of belonging in affective force of the past. In moving backwards, queer history becomes a valuable resource for the reparative process of assembling collective memory as of assembling collective memory as the base materials for imagining a different future. The "" middle space "" that Antony references is not a mere facile celebration of postmodern fluidity without a consideration of constraints and historical wounds. Antony's referencing the anxiety"
