CATEG,,,ALL,,SOURCE,
A,B,C,216,,COCA:2019:MAG Daily Beast,"  0%:  / 100  them. # I do n't know where that leaves me. I've eaten Chick-fil-A, and it's delicious. I do n't like that chicken sandwiches, like New Balance sneakers or red trucker hats, are nativism, and owning-the-libs. I almost feel like the queer community would be better off ignoring Chick-fil-A, because people love it, the people love it, the company's bought the freaking Peach Bowl football game, and they're really not so bad anymore. 70444202 DISRESPECT The History of the Covington MAGA Teens' Racist' Tomahawk"
A,B,C,217,,COCA:2019:MAG Hollywood Reporter,"  0%:  / 100  seizure. "" # In her Facebook post, Weather also claimed Cohen took her to see sex workers in establishments in Thailand and the Czech Republic beginning when she was 13 years old. Speaking to THR, Weather a very early age that I was probably trans and queer, and that was not the child that my dad wanted. He wanted dad wanted. He wanted his son to be a straight, hyper-sexual, womanizing bastard like himself. I have my own theory that he thinks that he broke me when he molested me and he was somehow trying to undo that damage by"
A,B,C,218,,COCA:2019:MAG The Atlantic,"  0%:  / 100  # While this round of the ongoing Omar controversy has seemingly come to a conclusion, the underlying conflict is going to remain urgent for Democrats, especially in the lead-up to the 2020 election. "" Part of the of today is recognizing that African Americans, Jews, queer folk, women, poor folk, Native Americans, Muslims, Hispanics -- , Muslims, Hispanics -- all of us have experienced a kind of marginalization, "" Safi says. "" At different points in time, the Trump regime is going to target one or more of us, or even try to pit us"
A,B,C,219,,COCA:2019:MAG Gizmodo,"  0%:  / 100  with in stolen moments on base, careful that the two of them are never found out. # Advertisement # Taken at face value, Doom Patrol's spin on Larry's character is equal parts progressive and played and that's great, but his is yet another queer origin story rooted in tragedy and pain that culminates with him being unable to with him being unable to live his life the way he truly wants. But "" Puppet Patrol "" demonstrates that the show's writers understand the perils of falling into that narrative trap, and does important work to give depth to Larry's"
A,B,C,220,,COCA:2019:MAG Vanity Fair,"  0%:  / 100  history of the L.G.B.T. scene in San Francisco provides a tidy framework for some talking-head narration in the new series. Morelli -- who married Orange Is the New Black star Samira Wiley in 2017 -- was originally brought on the Shawna character: '' We have this young, queer woman, and we're having a hard time sort of nailing her voice sort of nailing her voice, can you come in and help? "" # Shawna is the exact opposite of her mother -- effortlessly cool and the definition of sexually liberated. (She's much more the player her father used to be"
A,B,C,221,,COCA:2019:MAG Fortune,"  0%:  / 100  sign language authentically represented on screen growing up, so this incredible opportunity has made my heart soar. "" Some 95% of characters with disabilities are played by actors without any. Not that Man feels that any of mind you. '' Take it from a Deaf, queer, Jewish person of color who has always dreamed of being a superhero and of being a superhero and has now been granted that exact opportunity, "" he said. On Background # Take the mic, please. No, really, take it # Professional people live in a world of meetings and conferences,"
A,B,C,222,,COCA:2019:MAG Mother Jones,"  0%:  / 100  only this time she hopes to lead it. In January, she threw her hat into a crowded race to become the borough's next district attorney. (Democrat Richard Brown, who has held the position uncontested for health reasons.) Cab? n, a queer Latina, has a radical vision for the position: She says she'd : She says she'd incarcerate as few offenders as possible and bulk up social services offered to people who are accused of crimes. She counts among her champions the same campaign manager, Virginia Ramos Rios, who helped newcomer Alexandria Ocasio-Cortez topple"
A,B,C,223,,COCA:2019:MAG Mother Jones,"  0%:  / 100  Korean War who self-medicated with alcohol -- and ask,' How have we failed him and how can we now support him?' "" she wrote recently. "" I always ask that question. "" # Tiffany defender. She's also a Queens native, a queer Latina, and a working-class New Yorker. And she's clear about how she's clear about how that lived experience informs her passion for delivering on an agenda of radical decarceration here in Queens: **26;206;TOOLONG # After graduating from New York Law School, Cab? n took a job as a public defender at the"
A,B,C,224,,COCA:2019:MAG Vanity Fair,"  0%:  / 100  original characters and the hip, new residents of Barbary Lane. Shawna's blossoming relationship with Claire is especially nuanced. Morelli says of Page, an L.G.B.T. rights activist as well as a performer: "" Shawna's a gifted woman, who also happens to hold the queer community at the center of her own personal life, it just doesn't , it just does n't get better. "" # Alison Cohn Rosa/Netflix Jake Rodriguez (Garcia) and Margot Park (May Hong) # The new residents of Barbary Lane push the boundaries on sexual diversity and gender identity far beyond anything"
A,B,C,225,,COCA:2019:MAG Vanity Fair,"  0%:  / 100  of Barbary Lane -- add much-needed Asian representation to a show set in San Francisco. "" If we were going to do this, "" Morelli says, "" it needed to usher in a new generation of characters younger audience. We know how starved the younger, queer community is for authentic representation. You want to create a world that looks create a world that looks like our world. "" # Alison Cohen Rosa/Netflix Ben Marshall (Charlie Barnett) and Michael Tolliver (Murray Bartlett) # Another character to get an update from the novels is Michael's much younger boyfriend,"
A,B,C,226,,COCA:2019:MAG Vanity Fair,"  0%:  / 100  Doll star Charlie Barnett. (Ben is white in the books.) His was a role Morelli was particularly concerned with casting: "" I think we all feel so protective of Michael, right? There's that Armistead created and the empathy in the portrayal of queer characters. I think when Charlie walks into any room, all of those room, all of those things are so immediately present in him. I think we sort of immediately trust that Michael's O.K. in his hands, and that mattered. "" # But longtime fans of the Tales of the City miniseries will"
A,B,C,227,,COCA:2019:MAG Vanity Fair,"  0%:  / 100  "" Morelli says, "" to highlight how much the city has changed and how unlivable it's become. "" # Nino Munoz / NETFLIX Mary Ann (Laura Linney) and Anna Madrigal (Olympia Dukakis) responsibility and earnest desire to present the bleeding edge of queer life in San Francisco, Tales of the City is, at its core is, at its core, what it has always been: fun. Maupin's column, books, and the subsequent TV adaptations have endured so long in part because he always knew just how to balance crazy, soapy twists with soft-hearted"
A,B,C,228,,COCA:2019:MAG Vanity Fair,"  0%:  / 100  his characters. (Let's just say one older installment imagines an alternate reality where Jim Jones survives the Jonestown massacre and makes a home in a Golden Gate Park shack.) # This new Tales of the the gay-centric shows that followed in Maupin's footsteps like Queer as Folk and another San Francisco-set story: Looking. But no one will . But no one will mistake the new Tales of the City for the latter -- which drew some critique for being perhaps too dry and low-key. "" There's always the sort of mystery element of Tales, "" Morelli says and this"
A,B,C,229,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  because you're both attractive. "" I expelled a nervous laugh and skittered away. I had minorly explored dating women before, but I was very much Bambi to women hitting on me: uncertainty and perky curiosity night we all went out to a dance event for queer women, and Lauren wouldn't look me in the eye -- my nervous the eye -- my nervous flight had embarrassed her. After a few hours of extreme internal agitation, I "" made my move "" on the dance floor and grabbed her hand. We danced and kissed and spun into the sparkly evening."
A,B,C,230,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  "" Clever, given that all these women shaming others for liking men had themselves all dated men long-term at some point within the last three years. # Regardless of my knowing that this was ridiculous and extreme behavior effect on me. In a reversal of the standard queer narrative, I wished and hoped and prayed that I was a lesbian. I was a lesbian. I wanted my sexuality to be done and figured out. I wanted the linear, unconfused coming-out-of-the closet narrative the culture advises is normal. I wanted to belong the way I felt I belonged in the glow of"
A,B,C,231,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  "" pray the straight away. "" For many months after Lauren and I broke up, I "" waited "" to see if I was attracted to men still, or if my attraction to men was gone forever as absurd. # There is an intense emphasis within queer communities -- and outside of them -- on the notion of fixed and innate notion of fixed and innate selves. Most of the women in the book group were scrambling to assert that they were always this way, to the point where they were lopping off their own histories, crossing out all the parts of their"
A,B,C,232,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  they were lopping off their own histories, crossing out all the parts of their experiences that did n't fit into a fixed category. My own desire for immutable lesbianism, at the expense of my fluid bisexuality, that same well-worn track. # Of course, many queer people's queerness does comport with a '' born this way '' narrative, this way "" narrative, which in its most ideal iteration can represent a huge turning point of self-understanding. For those it fits, the model is meaningful and works well. But for others, it's stifling, an obligatory one-size-fits-all narrative"
A,B,C,233,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  can represent a huge turning point of self-understanding. For those it fits, the model is meaningful and works well. But for others, it's stifling, an obligatory one-size-fits-all narrative that, instead of an awakening for proof. # The political benefits of a stable queer identity model are numerous: It helps form groups for belonging and safety; for belonging and safety; simplifies messaging for the purpose of passing queer-friendly legislation; and also serves as an argument against religious prejudice and conversion clinics -- if we ca n't help it, how can you hate it? But some are starting"
A,B,C,234,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  against religious prejudice and conversion clinics -- if we ca n't help it, how can you hate it? But some are starting to reject this trade-off, appealing as it does to genes for human decency and respect published in USA Today reported that some members of the queer community are '' questioning why the dignity of gay people should rest on the people should rest on the notion that they were gay from their very first breath. "" # But if sexuality is not innate, then what is it? In a piece for the New York Review of Books, Masha Gessen contrasts the"
A,B,C,235,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  arguing that you were born this way appeals to people's sympathy or at least a sense of decency. It also serves to quell one's own doubts and to foreclose future options. We are, mostly, Gessen recognizes that '' choice, '' when applied to queer identity, has the connotation of a slur: You have chosen this life You have chosen this life of sin because of a weakness of character. Choice comes chained with scare quotes. Choice wears a black cape. Choice walks through the woods alone. # Cynthia Nixon, former New York gubernatorial candidate and Sex"
A,B,C,236,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  You have chosen this life of sin because of a weakness of character. Choice comes chained with scare quotes. Choice wears a black cape. Choice walks through the woods alone. # Cynthia Nixon, former New the City actress, is one of the only public queer figures to assert that her queerness was a choice -- and the act earned -- and the act earned her few fans. In a 2012 Huffington Post article, she challenged the prevailing narrative around queer identity: # "" Why ca n't it be a choice? Why is that any less legitimate? It seems we"
A,B,C,237,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  alone. # Cynthia Nixon, former New York gubernatorial candidate and Sex and the City actress, is one of the only public queer figures to assert that her queerness was a choice -- and the act earned her Huffington Post article, she challenged the prevailing narrative around queer identity: # '' Why can't it be a choice? Why is a choice? Why is that any less legitimate? It seems we're just ceding this point to bigots who are demanding it, and I do n't think that they should define the terms of the debate. I also feel like people"
A,B,C,238,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  with the chronological burden of proof, and she moves the narrative away from "" realizing "" anything at all. She also makes us look closer at the implications of the word "" choice "" itself. Arguing in bigoted or otherwise) has limited the scope of how queer people see themselves. It has caused us to police our identities within the police our identities within the community based on a "" born this way "" argument crafted in response to heterosexual demands -- demands to prove that you really promise your sexuality was fated, that you really promise it ca n't be changed, in"
A,B,C,239,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  . In a sense, yes. I chose to actively explore dating women a little bit before Lauren and a lot more after Lauren. I chose to buy the books Female Masculinity, Persistence: All Ways Butch and A Lesbian Love Advisor. I chose to attend queer events, dances, and sports leagues. But simultaneously, I could list simultaneously, I could list for you all the events in my life that could serve as indicators I had this queerness stirring in my bones all along. I could also tell you about how my attraction to Lauren proceeded from a simple electric"
A,B,C,240,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  came to queerness, the more I saw in myself and my friends this urge to find artifacts in our memories of "" where it all began, "" the more uneasy I felt. I did n't want to felt forced. And I know that a lot of queer (or could-be-queer) people feel similarly, even if they're not often if they're not often represented or given room for expression in the mainstream. Not yet, anyway. # As of now, my bisexuality is still shrouded in a lot of shame and impostor syndrome. Because bisexuals have the privilege of"
A,B,C,241,,COCA:2019:MAG Mother Jones,"  0%:  / 100  n't be able to receive hormones or undergo sex-transition surgery. They will also be forced to adhere to the standards of their birth sex -- determining everything from their names on paperwork to the length of their hair -- of Don't Ask, Don't Tell, when queer service members could only express their true selves in private. '' Make no private. "" Make no mistake about it, "" said Sharon McGowan, legal director of Lambda Legal. "" This is a ban. "" # "" Make no mistake about it: This is a ban. "" # One of the"
A,B,C,242,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  company grows and in a way where users feel the community is a place they feel safe and can share who they are on video. But being invite-only also makes us differentiated to all other services. "" # You've probably heard of the idea of a queer '' scene, '' perhaps most often from people who don't care for who do n't care for it. But what, exactly, is this scene? Who's a part of it? Who is n't? Who decides? Is there more than one? What happens when a scene evolves -- or when"
A,B,C,243,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  represented or given room for expression in the mainstream. Not yet, anyway. # As of now, my bisexuality is still shrouded in a lot of shame and impostor syndrome. Because bisexuals have the privilege of heterosexual in the world and have hetero-coded pairings, some queer people think that bisexuals do not require the same need for belonging in the need for belonging in the queer community. Over time, that has made me feel self-conscious or stupid for liking men as well as women while claiming a queer female identity. I want other people to have a different experience than I have"
A,B,C,244,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  # As of now, my bisexuality is still shrouded in a lot of shame and impostor syndrome. Because bisexuals have the privilege of sometimes being able to pass for heterosexual in the world and have hetero-coded pairings, do not require the same need for belonging in the queer community. Over time, that has made me feel self-conscious or stupid for feel self-conscious or stupid for liking men as well as women while claiming a queer female identity. I want other people to have a different experience than I have had. With my friends that are interested in dating more than one gender,"
A,B,C,245,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  of sometimes being able to pass for heterosexual in the world and have hetero-coded pairings, some queer people think that bisexuals do not require the same need for belonging in the queer community. Over time, that has for liking men as well as women while claiming a queer female identity. I want other people to have a different experience than I a different experience than I have had. With my friends that are interested in dating more than one gender, but have n't explored that openness, I try to leave them as much space as possible to do so. Through their process"
A,B,C,246,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  a questionnaire on their opinions and beliefs surrounding homosexuality, many answers correlated with high levels of belief that being gay is not a choice. But the results also showed that those same people answered affirmatively for questions that regardless of their '' naturalness. '' # The youngest queer generation is already leading the way, rapidly proliferating along an ever-expanding spectrum. along an ever-expanding spectrum. (A 2016 study conducted by J. Walter Thompson Innovation Group found that, when given a scale of 0 -- 6, only 48 percent of 13- to 20-year-olds identify as "" exclusively heterosexual, "" as compared to"
A,B,C,247,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  Innovation Group found that, when given a scale of 0 -- 6, only 48 percent of 13- to 20-year-olds identify as "" exclusively heterosexual, "" as compared to 65 percent of millennials aged 21 to 34. are only going to continue attracting explorers. If the queer community is a place where we embrace the queering of society's compulsory structures of society's compulsory structures -- heterosexuality, gender, nuclear biological families, etc. -- then we also have to embrace a larger set of people's lived experiences of queerness. Insisting on a structure that is equally as reductive and gatekeeping as"
A,B,C,248,,COCA:2019:MAG The Atlantic,"  0%:  / 100  Warsaw Ghetto. A few hundred poorly armed young Jews held out for three weeks. The fighters knew they could not "" win ""; they intended, as one put it, "" to pick the time and # Graham Roumieu Samantha Allen, author, Real Queer America # The German physician Magnus Hirschfeld, born a century before the Stonewall a century before the Stonewall riots, advocated for gay and transgender rights and was pilloried in the press as "" a freak who acted for freaks ""; his research was burned. He died in exile, but his radical, humanizing ideas"
A,B,C,249,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  These are the questions we've gathered a group of writers to consider for an Outward special issue on "" the Scene "" in LGBTQ life today. You can read all of the stories in the issue here, full episode of the Outward podcast covering more of the queer scene by subscribing on iTunes, Spotify, or wherever you get your audio wherever you get your audio. # If you've spent any time on "" Gay Twitter, "" the subset of the platform populated by queer tweeters who love drama and are terminally unable to log off, you're probably familiar with what"
A,B,C,250,,COCA:2019:MAG Slate Magazine,"  0%:  / 100  the issue here, and you can listen to a full episode of the Outward podcast covering more of the queer scene by subscribing on iTunes, Spotify, or wherever you get your audio. # If you've Twitter, '' the subset of the platform populated by queer tweeters who love drama and are terminally unable to log off, you're log off, you're probably familiar with what's commonly referred to as the "" café? discourse. "" Essentially, it consists of a call for more LGBTQ spaces outside of bars and nightclubs, which typically translates to queer libraries,"
A,B,C,251,,COCA:2019:NEWS Washington Times,"  0%:  / 100  they have since been added. # "" We must create a society in which all women -- including Black women, Indigenous women, poor women, immigrant women, disabled women, Jewish women, Muslim women, Asian and Pacific Islander women, lesbian, bi, queer and trans women -- are free and able to care for and nurture themselves care for and nurture themselves and their families, "" said the agenda. # The document also includes support for a host of left-wing policies, including Medicare for all, providing federal funding for abortion, canceling all federally held student debt,"
A,B,C,252,,COCA:2019:NEWS Washington Times,"  0%:  / 100  a young boy discovering he is gay will be hard to accept. # Although much has changed since Howard's childhood - same-sex marriage is legal, pride parades march jubilantly down city streets - in the deep South kids who identify as gay or lesbian, transgender or queer are ridiculed and bullied. # He also knows that there are places where that there are places where his book may be banned for its subject matter - possibly in the very places where he believes some teens need it most. # But he is willing to fight that fight. # "" I hope to reach"
A,B,C,253,,COCA:2019:NEWS New York Times,"  0%:  / 100  , although this is a personal memoir, it is also a memoir of work. Work helped Dube find himself. And work allowed him to live a life he could be proud of. It's in combining of AIDS he witnessed that Dube advances the genre of queer memoirs in India. # Image # The book has precursors. Firdaus Kanga has precursors. Firdaus Kanga's novelized account of his life in Bombay, "" Trying to Grow "" (1991), is one important example. Another is "" Because I Have a Voice "" (2005), in which the editors"
A,B,C,254,,COCA:2019:NEWS New York Times,"  0%:  / 100  , student loans. # I had an audience from YouTube and other writing, but I had no idea if they would care about money. But if it was going on for me, it had to be # With sexuality stuff, I get emails from 16-year-old queer kids in the middle of nowhere who say, '' Thanks for speaking so "" Thanks for speaking so openly, because I ca n't. "" And so many people ca n't talk about their money situations, because their partner will get angry or something else. So I thought, "" O.K., I have privilege"
A,B,C,255,,COCA:2019:NEWS Los Angeles Times,"  0%:  / 100  the tragic life echoes in waves of sadness. # Today, the Carpenters' legacy is open for a new round of rediscovery and deconstruction. USC professor Karen Tongson, in her new book, "" Why Karen she '' matters to people of color, immigrants, queer people, gender outlaws. '' Last year, singer-songwriter Natalie Prass (who singer-songwriter Natalie Prass (who played Karen Carpenter on HBO's "" Vinyl "") released "" Far From You, "" a reverse image of the Carpenters' "" Close to You "" that restores distance and pain to the picture. On psych-soft"
A,B,C,256,,COCA:2019:NEWS Detroit Free Press,"  0%:  / 100  back to 28 Barbary Lane as "" Armistead Maupin's Tales of the City "" begins a new chapter. After a 20-year absence, Mary Ann (Laura Linney) returns to San Francisco, where she is drawn Madrigal (Olympia Dukakis) and a new generation of queer young residents. (Netflix). # SATURDAY # Lady Gaga and Bradley # Lady Gaga and Bradley Cooper make beautiful music together in "" A Star Is Born. "" The Oscar-winning remake tells the tale of a veteran country musician who struggles with alcoholism as his lover's career soars to new heights. (8"
A,B,C,257,,COCA:2019:NEWS New York Post,"  0%:  / 100  deleted from Facebook, screenshots and copy-and-pasted posts went viral, stoking a tense atmosphere already generated from Stanford's earlier allegation. The larger narrative of bigoted white men patrolling Portland to attack LGBT people then began to take . Activists sent out '' attack alerts '' warning the queer public to carry Mace and to travel in groups. Other activists circulated photos . Other activists circulated photos and addresses of the alleged attackers in flyers around town and on social media posts. # The city was in a panic, and it focused its energy on one main antagonist: the Proud Boys, a right-wing"
A,B,C,258,,COCA:2019:NEWS Los Angeles Times,"  0%:  / 100  creator Leslye Headland had been mulling over this very question with her wife but could n't remember who they had both agreed on. But she offered a quick list: "" The hot priest from' Fleabag,' Place's' D'Arcy Carden. '' # The '' Queer Eye '' team didn't say who their dream Emmys host would be -- Emmys host would be -- as long as it is n't one of them. # Advertisement # "" I do n't think anyone would ever turn down hosting this gig, "" said fashion expert Tan France. "" We would do a terrible"
A,B,C,259,,COCA:2019:ACAD Studi irlandesi,"  0%:  / 100  , as the following stanza unearths her femme origins in the form of "" teenage jewellery with broken fasteners "", and "" rusty hairclips in drawers reeking of cheap perfume "". She refuses to represent the popularised narrative lesbian -- '' I became a lesbian feminist, a queer dyke, a femme top. I refused the fixity of the identity I fixity of the identity I had been expected to conform to with a vengeance "" (Smyth 1995, 222). Smyth refuses the expectation to conform to either a queer notion of self (homonormativity), or a heteronormative identity, while"
A,B,C,260,,COCA:2019:ACAD Studi irlandesi,"  0%:  / 100  is not so much a physical place as a community, and the shame of feeling shame at all. # And there's part of me despite all of my little signs, you know, like,' '' Well-adjusted!'' Bi-sexual!'' Queer!'' Kinky!' -- you know, no matter how many , no matter how many posters I hold up saying,' I'm a big pervert and I'm so happy about it' -- there's this part of me that's like,' How could I be this way?'"
A,B,C,261,,COCA:2019:NEWS New York Post,"  0%:  / 100  attendees who were photographed at events between 2017 and 2018. # "" The Proud Boys is the most welcoming organization that I have ever been a part of, "" Fred Swink, an openly gay Proud Boys member me. Swink has spent years being involved in the queer scene, where he was once the publisher of Stonewall News, an LGBT Stonewall News, an LGBT newspaper in Spokane. Swink is also familiar with gay bashing. In 2008, there was a series of alleged assaults on gay men in Spokane who were lured and mugged through hookup sites. Some of them were"
A,B,C,262,,COCA:2019:NEWS New York Times,"  0%:  / 100  itself as for L.G.B.T. Mormons, families and friends, issued a statement calling attention to "" unresolved and hurtful issues surrounding transgender church members. "" The church teaches that gender and marriage are eternal, and that men other in heaven. # '' For people who are queer, it is not quite clear how they could fit into that eternal heavenly fit into that eternal heavenly family, "" Ms. Hendrix-Komoto said. # Latter-day Saints leaders have previously supported some gay rights issues, like ending housing and employment discrimination for L.G.B.T. people in Utah, but they remain unmoved about same-sex marriage. The"
A,B,C,263,,COCA:2019:NEWS Arizona Daily Star,"  0%:  / 100  to the Star by a former colleague of Dull's. # Dull wrote the letter to the editor to the Park City Record in January 2004 titled "" Keep the queers off the front page. "" His letter edition of the newspaper that featured a story about The Queer Lounge, which served as a gathering spot for the LGBTQ community during the the LGBTQ community during the city's annual Sundance Film Festival. # In response to that story, Dull wrote "" I am, of course, referring to the front-page article on the new homosexual hangout here in Park City to give perverts"
A,B,C,264,,COCA:2019:NEWS Detroit Free Press,"  0%:  / 100  just as immature and advised a breakup, exactly what you'd want in your scenario, but, roger. # Email Carolyn at tellmewashpost.com, follow her on Facebook at **28;543;TOOLONG or chat with her online at noon 81231502 # After '' Queer Eye '' won for outstanding structured reality program at the Sept. 14 Creative Arts the Sept. 14 Creative Arts Emmys for a second year in a row, most of the show's cast arrived at Sunday's 71st Primetime Emmy Awards like big fashion winners. # Reflecting the black-and-white trend that emerged as one of the dominant"
A,B,C,265,,COCA:2019:ACAD Studi irlandesi,"  0%:  / 100  , remains unexpressed or oppressed then it lessens the subject's power to enact change, in any form but specifically in the area of queer activism. # An important part of queer activism has always focused on the removal sexuality. Speaking openly, and proudly, as a queer person is supposed to rid queer people of their feelings of shame (1 feelings of shame (1). Many queer people historically have faced extreme social and personal repercussions as a result of their openness. This is not just a historical phenomenon, "" the survival of feelings such as shame, isolation, and"
A,B,C,266,,COCA:2019:ACAD Studi irlandesi,"  0%:  / 100  it lessens the subject's power to enact change, in any form but specifically in the area of queer activism. # An important part of queer activism has always focused on the removal of stigma and shame associated with proudly, as a queer person is supposed to rid queer people of their feelings of shame (1). Many queer people historically . Many queer people historically have faced extreme social and personal repercussions as a result of their openness. This is not just a historical phenomenon, "" the survival of feelings such as shame, isolation, and self-hatred into the post-Stonewall era is"
A,B,C,267,,COCA:2019:ACAD Studi irlandesi,"  0%:  / 100  form but specifically in the area of queer activism. # An important part of queer activism has always focused on the removal of stigma and shame associated with sexuality. Speaking openly, and proudly, as a queer person of their feelings of shame (1). Many queer people historically have faced extreme social and personal repercussions as a result of their as a result of their openness. This is not just a historical phenomenon, "" the survival of feelings such as shame, isolation, and self-hatred into the post-Stonewall era is often the occasion for further feelings of shame. The embarrassment of"
A,B,C,268,,COCA:2019:ACAD Studi irlandesi,"  0%:  / 100  the whirl of Doctor Who sent us flying behind chairs, greetin' and gurnin'. And then we'd queue up to slide down the smooth, dark wood of the banisters, hands and thighs warmed and Amber L. Hollibaugh's essay collection Dangerous Desires: A Queer Girl Dreaming Her Way Home she writes of imagination as a necessity to her as a necessity to her survival as a queer, working-class, femme, sex-worker and the crucial role it played as an escape from her difficult childhood, "" I knew early on that imagination and day dreams were the most expressive reality I"
A,B,C,269,,COCA:2019:ACAD Studi irlandesi,"  0%:  / 100  then we'd queue up to slide down the smooth, dark wood of the banisters, hands and thighs warmed and squeaking like mice. # In Amber L. Hollibaugh's essay collection Dangerous Desires: A Queer Girl of imagination as a necessity to her survival as a queer, working-class, femme, sex-worker and the crucial role it played as an role it played as an escape from her difficult childhood, "" I knew early on that imagination and day dreams were the most expressive reality I had "" (2000, 25). Margaret Atwood says that the origins of the writing personality"
A,B,C,270,,COCA:2019:ACAD Studi irlandesi,"  0%:  / 100  us that was n't as watchable. We were somehow not performing to an acceptable standard that would be deemed worthy of space in a television schedule (4). But also, as in evidenced in The Irish otherness was reinforced by the national media. The more queer people and people who don't fit the rigid categories of Irishness (in categories of Irishness (in Smyth's case the fact that she was raised Protestant and perceived as sounding English) were made to feel outside of belonging, the more these "" others "" end up leaving Ireland. By leaving Ireland, we"
A,B,C,271,,COCA:2019:ACAD Studi irlandesi,"  0%:  / 100  childhood progression from tomboy to lesbian -- "" I became a lesbian feminist, a queer dyke, a femme top. I refused the fixity of the identity I had been expected to conform to with a vengeance "" . Smyth refuses the expectation to conform to either a queer notion of self (homonormativity), or a heteronormative identity, while expressing heteronormative identity, while expressing how the playfulness of childhood offers a strangeness that refuses the fixity of adult identity (5). # 5. Nostalgia # Emigration teaches you of reinvention and loss as you move between nostalgia and disdain. ("
A,B,C,272,,COCA:2019:ACAD Studi irlandesi,"  0%:  / 100  ) # The moments of bodily consciousness appear more obvious as so often the poem and poet seem in exile from home, the body, and a sense of self. # 6. Shame # The jumble of degrees of nostalgia and shame create an almost competing (queer) narrative of the past, or what Michel Foucault called counter memory: Foucault called counter memory: # A competing narrative of the past composed of memories that exceed official public history. Noting that resistant memories show disempowered people "" not who they were, but what they must remember having been, "" Foucault contends"
A,B,C,273,,COCA:2019:ACAD Studi irlandesi,"  0%:  / 100  # In The Trouble with Normal, Michael Warner considers shame as the basis for a "" special kind of sociability "" and a relation to others that "" begins in an acknowledgement of all that is most abject and 1999, 35-36). Warner is writing with the queer community in mind, but I can see evidence of this special sociability in of this special sociability in this conversation. If her parents could feel the guilt and relief in Smyth, then that could have enabled them to acknowledge those feelings within themselves. Therefore shame spreads between them like a contagion as shame is itself"
A,B,C,274,,COCA:2019:ACAD Studi irlandesi,"  0%:  / 100  "", she acknowledges her own unawareness of feeling. Perhaps what Smyth is feeling is shame, not guilt. She does not feel guilty about lying to her parents, but ashamed of herself for not feeling guilt engaging with the exile she feels at home as a queer woman, the entanglement and ambivalence of wanting a place to call home when place to call home when she has created an alternative home in London that is not so much a physical place as a community, and the shame of feeling shame at all. # And there's part of me despite all of my"
A,B,C,275,,COCA:2019:ACAD Studi irlandesi,"  0%:  / 100  physical (in) ability, "" I will never find home on the mountains. This I know. Rather home starts here in my body, in all that lies imbedded beneath my skin "" (2015, body as home, and offer this idea to other queer people as an alternative to the exile, displacement and estrangement often experienced by and estrangement often experienced by queer people at home and also within the queer community. Clare investigates whether queer identity is worth the loss of home as a physical place. Smyth writes of the longing for the physical place of home, """
A,B,C,276,,COCA:2019:ACAD Studi irlandesi,"  0%:  / 100  by Smyth in the final lines of the poem: Memories of Ireland are ice and sunlight which falls down an escalator. Always in the same place, yet never still. # DOI: http: **59;0;TOOLONG # 1998), '' Going Home: Enacting Justice in Queer Asian America '', in C.R. McCann (eds), Feminist Theory Reader ), Feminist Theory Reader: Local and Global Perspectives, New York, Routledge, 267-289. # Ahmed Sara (2006), (Queer Phenomenology: Orientations, Objects, Others, London, Duke UP. # Berlant Lauren, Edelman Lee"
A,B,C,277,,COCA:2019:ACAD Studi irlandesi,"  0%:  / 100  : http: **59;0;TOOLONG # Works Cited # Aguilar-San J.K. (1998), "" Going Home: Enacting Justice in Queer Asian America "", in C.R. McCann (eds), Feminist Theory Reader: Local and Global , 267-289. # Ahmed Sara (2006), (Queer Phenomenology: Orientations, Objects, Others, London, Duke UP. # , Duke UP. # Berlant Lauren, Edelman Lee (2014), Sex, or the Unbearable, London, Duke UP. # Boym Svetlana (1996), "" Estrangement as a Lifestyle: Shklovsky and Brodsky "", Poetics Today"
